energy,tempo,danceability,playlist_genre,loudness,valence,speechiness,track_popularity,duration_ms
0.0516,87.587,0.27,classical,-33.766,0.199,0.0442,71,64788
0.0582,132.614,0.191,classical,-25.398,0.0454,0.0578,70,357707
0.146,172.13,0.265,classical,-21.134,0.416,0.0323,71,154500
0.0559,95.217,0.396,classical,-20.707,0.278,0.0599,70,78413
0.138,128.563,0.34,classical,-24.95,0.325,0.0357,72,137547
0.0968,62.881,0.286,classical,-16.806,0.0395,0.0323,71,275556
0.874,91.038,0.532,electronic,-5.183,0.361,0.0482,73,258413
0.149,82.019,0.485,electronic,-20.394,0.112,0.0282,70,99672
0.0823,67.238,0.252,electronic,-27.338,0.0381,0.0344,70,86320
0.855,117.987,0.534,electronic,-7.578,0.601,0.0342,69,218384
0.641,141.931,0.529,electronic,-6.78,0.089,0.0336,74,277711
0.754,170.084,0.564,electronic,-8.849,0.457,0.0646,68,212939
0.715,113.861,0.552,electronic,-9.291,0.858,0.0524,72,69565
0.687,106.896,0.605,electronic,-13.928,0.12,0.045,70,345187
0.91,130.032,0.528,electronic,-7.309,0.137,0.0366,73,222000
0.573,140.04,0.911,hip-hop,-7.43,0.972,0.288,77,97393
0.413,146.05,0.747,hip-hop,-11.197,0.481,0.488,72,174247
0.332,141.849,0.885,hip-hop,-8.62,0.423,0.848,69,108169
0.674,140.065,0.922,hip-hop,-4.429,0.726,0.366,69,198027
0.731,149.987,0.583,rock,-6.18,0.446,0.0271,74,267600
0.731,97.007,0.751,rock,-4.419,0.973,0.0308,72,216707
0.84,97.027,0.673,rock,-3.564,0.94,0.0559,72,205373
0.758,129.944,0.696,rock,-6.077,0.858,0.0263,77,250693
0.447,121.989,0.657,rock,-13.148,0.523,0.0303,70,268867
0.777,123.003,0.649,rock,-3.546,0.667,0.0397,70,222987
0.592,170.391,0.332,rock,-6.127,0.31,0.0371,77,205160
0.523,173.85,0.452,rock,-6.453,0.363,0.0625,75,193827
0.715,84.098,0.487,rock,-4.417,0.638,0.0519,68,238133
0.659,106.196,0.648,rock,-6.369,0.532,0.0259,68,206133
0.85,125.796,0.374,rock,-5.657,0.348,0.0404,68,253187
0.643,76.979,0.601,rock,-4.581,0.387,0.0272,70,196360
0.479,123.217,0.425,rock,-12.22,0.279,0.0419,72,215867
0.553,126.043,0.487,rock,-11.197,0.699,0.0425,73,288600
0.358,145.751,0.715,rock,-15.522,0.742,0.033,68,254267
0.759,124.725,0.791,rock,-5.67,0.917,0.037,69,214880
0.936,172.547,0.594,rock,-4.722,0.39,0.0944,78,194080
0.735,123.57,0.714,rock,-7.125,0.68,0.0306,77,222227
0.631,112.481,0.781,rock,-7.615,0.909,0.0307,68,225080
0.854,148.003,0.634,rock,-3.444,0.564,0.0369,74,310813
0.879,133.946,0.742,indian,-4.274,0.936,0.0328,72,227091
0.824,172.006,0.77,indian,-6.491,0.49,0.0851,70,178605
0.809,116.015,0.732,electronic,-7.264,0.253,0.0878,70,232147
0.797,97.988,0.811,electronic,-5.428,0.541,0.165,68,171133
0.807,155.397,0.525,electronic,-6.366,0.741,0.0725,68,215933
0.593,119.958,0.79,electronic,-9.204,0.72,0.0776,75,206067
0.831,132.029,0.798,electronic,-4.481,0.721,0.171,71,189091
0.913,123.58,0.606,electronic,-6.039,0.838,0.0351,70,266600
0.449,114.924,0.669,electronic,-7.658,0.327,0.049,77,213493
0.255,95.978,0.375,electronic,-12.279,0.331,0.0377,74,316280
0.629,70.568,0.513,electronic,-9.055,0.498,0.19,70,213933
0.583,126.036,0.793,electronic,-5.973,0.97,0.247,71,217260
0.681,101.005,0.798,electronic,-4.818,0.434,0.0722,73,188485
0.638,109.96,0.701,electronic,-9.061,0.646,0.165,68,210933
0.852,119.892,0.779,electronic,-3.353,0.601,0.0651,74,237093
0.717,117.952,0.753,electronic,-8.438,0.601,0.0384,68,146441
0.627,118.093,0.788,electronic,-9.072,0.909,0.0751,74,165894
0.708,130.081,0.872,electronic,-7.472,0.308,0.176,69,169846
0.569,115.03,0.772,electronic,-7.006,0.525,0.062,71,246979
0.709,130.081,0.872,electronic,-7.472,0.309,0.176,71,169846
0.533,102.025,0.863,indie,-7.986,0.738,0.0484,71,249957
0.873,97.96,0.621,indie,-3.067,0.873,0.0369,79,237800
0.924,168.017,0.598,indie,-4.974,0.611,0.0623,76,162339
0.664,118.018,0.731,indie,-5.474,0.661,0.0302,68,239267
0.655,92.9,0.649,latin,-5.534,0.793,0.0652,70,147581
0.781,107.007,0.811,latin,-6.333,0.824,0.0428,69,219813
0.503,99.97,0.792,latin,-8.044,0.381,0.0626,68,185093
0.501,103.993,0.637,latin,-6.148,0.431,0.187,68,185461
0.485,100.053,0.843,latin,-8.735,0.689,0.195,68,192418
0.549,123.879,0.613,latin,-8.187,0.78,0.231,71,180000
0.649,113.009,0.788,latin,-9.674,0.229,0.0532,69,169912
0.422,124.357,0.573,latin,-7.621,0.693,0.0678,76,184791
0.725,105.016,0.711,latin,-8.315,0.53,0.0941,74,183057
0.809,99.005,0.724,latin,-5.022,0.606,0.0929,69,194040
0.642,83.389,0.463,latin,-4.474,0.339,0.34,82,189893
0.89,126.881,0.645,pop,-4.985,0.421,0.128,69,205087
